loss	cls_a	cls_b
0.0701377638	{'PP-P7--1-------', 'NNIP7-----A----', 'P9ZS7----------', 'NNNP4-----A----', 'NNNP4-----A---2', 'NNIP4-----A----', 'AAIP7----3A----', 'P8XP7----------', 'PKM-4----------', 'PSXP7FS3-------', 'NNMXX-----A---8', 'NNIP3-----A----', 'P4FS7----------', 'AUFP1M---------', 'NNIXX-----A----', 'PP-P4--2-------', 'P5XP3--3-------', 'NNNP1-----A---2', 'PDZS7----------', 'AANP7----1A----', 'PZ--4----------', 'Vi-S---2--A----', 'NNNS3-----A----', 'NNFP4-----A----', 'PP-S4--1-------', 'P5XP7--3-------', 'P5FS3--3-------', 'NNIXX-----A---8', 'VB-S---2P-NA---'}	{'AAIS7----1A----', 'AAIS6----1N----', 'AAIS6----3A----', 'AAIS6----1A----', 'PZXP6----------', 'PWZS6----------', 'Ca--1----------', 'AUIS7M---------', 'Cn-P6----------', 'AAIS7----3A----', 'PSZS6-P1-------', 'AAIS4----2A----', 'CrIS6----------', 'AAIS4----1N----', 'PSXP6-P1-------', 'PSZS6FS3-------', 'ClXP6----------', 'Ca--4----------', 'RV--4----------', 'AANP6----1A----', 'CrNP6----------'}
0.0723860579	{'PZM-7----------', 'P8FP4---------1', 'AAFP4----3A----', 'AAMP7----1A----', 'AAFP7----1A----', 'CyFS1----------', 'PLXP7----------', 'VB-P---3P-AA--1', 'ClXP7----------', 'VpYS---XR-NA--1', 'AAIP4----3A----', 'PLYP4----------', 'AGIP4-----A----', 'ClHP4----------', 'AANP4----1A----', 'AGFP4-----A----', 'NNIS2-----A---1', 'AAMP4----1A----', 'P4XP7----------', 'VB-P---3P-NA--1', 'Dg-------3A---1', 'AAFP7----2A----', 'ClNS1----------', 'ClYP4----------', 'PP-S1--1-------', 'AAIS1----1A---6', 'PSXP4-P1-------', 'ClXP4----------', 'PZXP7----------', 'VeYS------A----', 'NNFP2-----A----', 'PWFP4----------', 'VsMP---XX-AP---', 'NNFS7-----A---1', 'PP-S7--1-------', 'P6-X7----------', 'VB-P---3P-NA---', 'NNIS7-----A----', 'PZNS4----------', 'AGIS4-----A----', 'Cn-P7----------', 'AAIP4----1A----', 'P8YP4---------1', 'AAIP7----1A----', 'P5ZS7--3-------', 'AAFP7----1N----', 'NNFP2-----A---1', 'PZM-1----------', 'VB-P---3F-NA---', 'AAFS7----1N----', 'NNFP1-----A----', 'AAFP4----1N----', 'PZFP4----------', 'AAIP7----1N----', 'PLZS3----------', 'NNMS3-----A----', 'AUFS7M---------', 'P8NP4---------1', 'AAFP4----1A----', 'VB-S---1F-AA---', 'AAFS7----1A----', 'VB-P---1F-AA---'}	{'NNMS2-----A----', 'NNIS4-----A----', 'AAIP4----1N----', 'PSFS2-P1-------', 'AGFS2-----A----', 'PZYP4----------'}
0.0737427777	{'AAFS6----1N----', 'PZFS4----------', 'AAFS4----1A----', 'NNFPX-----A----', 'AAIP3----3A----', 'AGIP3-----A----', 'VB-S---3F-AA---', 'AAIP3----1A----', 'AAFP3----1A----', 'PPNS4--3-------', 'Xx-------------', 'PPXP2--3-------', 'NNMP4-----A----', 'PZ--6----------', 'NNFXX-----A----', 'AGFS4-----A----', 'AAFS4----1N----', 'NNMXX-----A----', 'NNFS5-----A----', 'PZXP3----------', 'NNNXX-----A----', 'ClZS2----------', 'AUFS4M---------', 'ClFS6----------', 'AANS4----1N----', 'AAMS2----3A----', 'AAFS4----3A----', 'PJZS3----------', 'NNFS1-----A---1', 'TT-------------', 'P8FS7---------1', 'P5FS4--3-------', 'PDNS4----------', 'CrNS4----------', 'P1FSXFS3-------', 'P8XP3----------'}	{'NNFP1-----N----', 'NNNS6-----A----', 'NNMP6-----A----'}
0.0740887631	{'NNFP3-----A----', 'PQ--2----------', 'AUIS1M---------', 'PH-S4--2-------', 'AUIP2M---------', 'PWM-4----------', 'PPZS4--3------2', 'ACNS------A----', 'PDYS1----------', 'ACQW------A----', 'ClXP3----------', 'PDNS1----------', 'AANS3----2A----', 'Vc-P---2-------', 'PLXP3----------', 'AAFS6----2A----', 'Ca--2----------', 'AANS4----1A----', 'PLFP4----------', 'PPZS7--3-------', 'AGNS4-----A----', 'PSHP1-P2-------', 'RV--3---------1', 'ACYS------A----', 'Cv-------------', 'CrNS3----------', 'PZXP2----------', 'Cn-P2----------', 'PPXP3--3-------', 'RV--6----------', 'Vc-X---3-------', 'NNIS3-----A----', 'PSHP1-P1-------', 'PDFP4----------', 'AANS4----3A----', 'PH-S4--1-------', 'VB-S---3P-AA--1', 'ClXP2----------', 'NNIS3-----A---1', 'AAIP2----1A----', 'PP-P2--2-------', 'CrIP2----------', 'PSZS1FS3-------', 'PLNS4----------', 'Co-------------', 'PSFS6-P1-------'}	{'AAIS2----2A----', 'ClYP1----------', 'AUIP1M---------', 'AGIS2-----A----', 'AAIS2----1A----', 'AAIP1----2A----'}
0.0753406576	{'P1ZS1FS3-------', 'PWYP4----------', 'VpNS---XR-NA---', 'VpMP---XR-AA--1', 'PWFP1----------', 'PSHS1-P1-------', 'AAIP1----1N----', 'NNNS1-----A----', 'AAFP1----1A----', 'Vc-P---1-------', 'P1XXXXP3-------', 'NNNP1-----A----', 'Vi-P---2--A----', 'ClHP1----------', 'PSZS7FS3-------', 'X@-------------', 'PDNP1----------', 'AAFP1----1N----', 'VpMP---XR-NA---', 'PWNS1----------', 'P4FP1----------', 'PZIP1----------', 'RR--3----------', 'CyFP1----------', 'ACMP------A----', 'PZNS1----------', 'VB-P---2F-AA---', 'NNFS7-----A----', 'VB-S---1F-NA---', 'P4FS4----------', 'II-------------', 'P4IP1----------', 'PSXXXXP3-------', 'PWIP1----------', 'Vi-P---1--A----', 'CrMS7----------', 'PDIS4----------', 'P4MS4----------', 'AANP1----1A----', 'VpYS---XR-AA--1', 'PDZS6----------', 'PSHS1-S1-------', 'AANS6----3A----', 'PDIP4----------', 'PQ--4----------', 'PE--4----------', 'PLIP1----------', 'PP-P1--2-------', 'CrIP1----------', 'PDFP1----------', 'ClXP1----------', 'PQ--6----------', 'AAIP1----1A----', 'NNISX-----A----', 'P5FS6--3-------', 'CrNP1----------', 'AGIS1-----A----', 'AGIP1-----A----', 'CrNS6----------'}	{'Vf--------A----', 'ClIS4----------', 'AAIS4----3A----'}
0.0768166279	{'ClYS1----------', 'PZNP1----------', 'ClZS7----------', 'AGMP2-----A----', 'VB-P---1P-AA---', 'AAFP2----1N----', 'CrIS1----------', 'AGNP1-----A----', 'AAMP2----1N----', 'VB-S---3F-NA---', 'P4ZS7----------', 'PZM-4----------', 'VsYS---XX-AP---', 'VB-S---3P-NA---', 'AGFP2-----A----', 'PWYS1----------', 'AAIS1----3A----', 'AAMP2----1A----', 'AAIS1----2A----', 'PSYS1-P1-------', 'Cn-S1----------', 'AAIS1----1A----', 'AAIS1----1N----', 'P4XP2----------', 'P5FS2--3-------', 'VB-P---2P-NA---'}	{'VB-S---3P-AA---', 'AGIS7-----A----', 'CrIS7----------', 'VB-S---1P-NA---'}
0.0795770238	{'PDXP6----------', 'PLZS2----------', 'PSZS2FS3-------', 'AAIP6----3A----', 'CrFS6----------', 'NNNXX-----A---8', 'NNFXX-----A---8', 'AGFP6-----A----', 'Vf--------N----', 'NNMP2-----A----', 'CrIP6----------', 'J^------------8', 'PPMP1--3-------', 'P8XP6----------', 'NNMP1-----A----', 'NNIP1-----A----', 'PZMP1----------', 'AAFP6----1A----', 'VB-P---1P-NA---', 'AAIP6----1A----', 'NNNS2-----A----', 'AAFS1----2A----', 'AAMP2----2A----', 'CrFS2----------', 'PP-P1--1-------', 'ClXS2----------', 'AUFS6M---------', 'VpYS---XR-AA---', 'ClFS2----------', 'VB-S---1P-AA--1', 'AAMP2----3A----', 'ACTP------A----', 'AAFP1----2A----', 'PLXP6----------'}	{'NNFS4-----N----', 'VpQW---XR-NA--1', 'PP-P4--1-------', 'Dg-------2A---2', 'P5XP4--3-------', 'PDMP4----------', 'Vf--------A---1', 'VpYS---XR-NA---', 'NNFS4-----A----'}
0.0819475527	{'AAIS2----3A----', 'PP-P3--2-------', 'Db------------8', 'RV--2----------', 'PPFS3--3-------', 'AUFS2M---------', 'PDFS2----------', 'AAFS2----3A----', 'P8FS2---------1', 'A2--------A----', 'AAXXX----1A----', 'AAFS2----1N----', 'P7-X3----------', 'PHZS4--3-------', 'AAXXX----1A---8', 'AAFS2----1A----', 'AAFS2----2A----', 'C}-------------', 'AAIS2----1N----', 'PPFS4--3-------'}	{'AAMS7----1A----', 'AANS7----1A----', 'AANS2----1A----', 'AUIS6M---------', 'PSFSXFS3-------', 'AAMP1----1A----', 'AANS2----2A----', 'AAMP1----2A----', 'VB-S---2P-AA---', 'AUNS6M---------', 'AAMS2----1N----', 'AGNS2-----A----', 'AAIP2----2A----', 'PLMP1----------', 'CrFS1----------', 'AGIS6-----A----', 'NNMP3-----A----', 'AANS6----1A----', 'CrFP1----------', 'PSXP1FS3-------', 'PDFS4----------', 'AGFS1-----A----', 'NNNS1-----N----', 'AAMS2----1A----', 'AGMS2-----A----', 'AANS7----1N----', 'AANS2----1N----', 'PW--4----------', 'AUNS2M---------', 'P4FS2----------', 'P7-X4----------', 'PW--1----------', 'PSZS7-S1-------', 'VB-P---2P-AA---', 'NNFP6-----A----', 'VB-S---1P-NA--1', 'AGNS7-----A----', 'PDMP1----------', 'ClZS6----------', 'AAMS7----3A----', 'AAIP2----3A----', 'P4ZS2----------', 'P8FS4---------1', 'PDXP2----------', 'PPXP4--3-------', 'CrNS2----------'}
0.0838550768	{'NNIP6-----A----', 'AAFS6----3A----', 'P8FS6---------1', 'VpTP---XR-AA--1', 'VpTP---XR-NA---', 'VpQW---XR-NA---', 'AGFS6-----A----', 'PDFS6----------', 'VpQW---XR-AA--1', 'AUFS1M---------', 'VpQW---XR-AA---', 'VsTP---XX-AP---', 'PZFP1----------', 'P4FS6----------', 'VpNS---XR-AA---', 'AGFP1-----A----', 'AAFS1----3A----', 'AAFS6----1A----'}	{'AANS4----2A----', 'RR--7----------', 'PSNS4-P1-------', 'P8NS4---------1'}
0.0854354439	{'PPZS3--3-------', 'PZIS4----------', 'P8XP2----------', 'PZ--3----------', 'AAIS4----1A----', 'AAFP2----2A----', 'AAIS3----1A----', 'P8ZS2----------', 'PSIS4-P1-------', 'P6-X3----------', 'NNMS3-----A---1', 'PSXP2FS3-------', 'PDXP3----------', 'CrIS4----------', 'NNMS4-----A----', 'AUFP2M---------', 'P8MS4----------', 'AAFS3----1A----', 'NNNS4-----N----', 'AAMS3----1A----', 'PSZS2-S1-------', 'VpTP---XR-AA---', 'PZZS2----------', 'PDZS2----------', 'PLFP1----------', 'AAMP3----1A----', 'P8IS4----------', 'CrFP4----------', 'PLXP2----------', 'PLNP4----------', 'NNMP2-----A---1', 'ClZS3----------', 'Cn-P3----------', 'CyFS4----------', 'AAMS4----1A----', 'AANS3----1A----', 'P8ZS3----------', 'AAFP2----1A----', 'PSZS2-P1-------', 'PDMS4----------', 'AANP3----1A----', 'AAFP1----3A----'}	{'Vi-P---1--N----', 'AAMS1----3A----', 'PWM-1----------', 'NNIS1-----A----', 'CrMS1----------', 'PLYS1----------', 'PJXP2----------', 'Db------------1', 'PQ--1----------'}
0.0886383741	{'PP-P7--1-------', 'NNIP7-----A----', 'AAIS6----3A----', 'NNIP4-----A----', 'AAIP7----3A----', 'PZXP6----------', 'P8XP7----------', 'Ca--1----------', 'PKM-4----------', 'PSXP7FS3-------', 'Cn-P6----------', 'NNIP3-----A----', 'PSZS6-P1-------', 'P4FS7----------', 'AUFP1M---------', 'NNIXX-----A----', 'AAIS4----2A----', 'AAIS4----1N----', 'NNNP1-----A---2', 'PSXP6-P1-------', 'PSZS6FS3-------', 'RV--4----------', 'AANP7----1A----', 'PZ--4----------', 'Vi-S---2--A----', 'NNNS3-----A----', 'NNFP4-----A----', 'CrNP6----------', 'PDZS7----------', 'P5XP7--3-------', 'P5FS3--3-------', 'AAIS7----1A----', 'AAIS6----1N----', 'P9ZS7----------', 'NNNP4-----A----', 'NNNP4-----A---2', 'AAIS6----1A----', 'PWZS6----------', 'AUIS7M---------', 'NNMXX-----A---8', 'AAIS7----3A----', 'CrIS6----------', 'PP-P4--2-------', 'P5XP3--3-------', 'ClXP6----------', 'Ca--4----------', 'AANP6----1A----', 'PP-S4--1-------', 'NNIXX-----A---8', 'VB-S---2P-NA---'}	{'NNIS6-----A----', 'P4ZS6----------', 'NNNS6-----A---1', 'P9XP6----------', 'NNIS6-----A---1', 'P9FS6----------', 'PSFS4-P1-------', 'CrFS4----------', 'P5XP6--3-------', 'P4XP6----------', 'NNFS3-----A----'}
0.0918402150	{'NNIP6-----A----', 'AAFS6----3A----', 'PSNS4-P1-------', 'P8FS6---------1', 'VpTP---XR-AA--1', 'VpTP---XR-NA---', 'VpQW---XR-NA---', 'AGFS6-----A----', 'PDFS6----------', 'VpQW---XR-AA--1', 'AUFS1M---------', 'VpQW---XR-AA---', 'VsTP---XX-AP---', 'PZFP1----------', 'AANS4----2A----', 'P4FS6----------', 'VpNS---XR-AA---', 'RR--7----------', 'AGFP1-----A----', 'AAFS1----3A----', 'P8NS4---------1', 'AAFS6----1A----'}	{'J^-------------', 'CrNS1----------', 'AUNS1M---------'}
0.0932044846	{'P1ZS1FS3-------', 'PWYP4----------', 'VpNS---XR-NA---', 'VpMP---XR-AA--1', 'PWFP1----------', 'PSHS1-P1-------', 'AAIP1----1N----', 'NNNS1-----A----', 'AAFP1----1A----', 'Vc-P---1-------', 'P1XXXXP3-------', 'NNNP1-----A----', 'Vi-P---2--A----', 'ClHP1----------', 'PSZS7FS3-------', 'X@-------------', 'PDNP1----------', 'AAFP1----1N----', 'VpMP---XR-NA---', 'PWNS1----------', 'Vf--------A----', 'ClIS4----------', 'P4FP1----------', 'PZIP1----------', 'RR--3----------', 'CyFP1----------', 'ACMP------A----', 'PZNS1----------', 'VB-P---2F-AA---', 'NNFS7-----A----', 'VB-S---1F-NA---', 'P4FS4----------', 'II-------------', 'P4IP1----------', 'PSXXXXP3-------', 'PWIP1----------', 'Vi-P---1--A----', 'CrMS7----------', 'PDIS4----------', 'P4MS4----------', 'AANP1----1A----', 'VpYS---XR-AA--1', 'PDZS6----------', 'PSHS1-S1-------', 'AANS6----3A----', 'PDIP4----------', 'PQ--4----------', 'PE--4----------', 'PLIP1----------', 'PP-P1--2-------', 'CrIP1----------', 'PDFP1----------', 'ClXP1----------', 'PQ--6----------', 'AAIP1----1A----', 'NNISX-----A----', 'P5FS6--3-------', 'CrNP1----------', 'AGIS1-----A----', 'AGIP1-----A----', 'AAIS4----3A----', 'CrNS6----------'}	{'AAFS6----1N----', 'PZFS4----------', 'AAFS4----1A----', 'NNFPX-----A----', 'AAIP3----3A----', 'AGIP3-----A----', 'VB-S---3F-AA---', 'AAIP3----1A----', 'AAFP3----1A----', 'PPNS4--3-------', 'Xx-------------', 'PPXP2--3-------', 'NNMP4-----A----', 'PZ--6----------', 'NNFXX-----A----', 'AGFS4-----A----', 'AAFS4----1N----', 'NNMXX-----A----', 'NNFS5-----A----', 'NNNS6-----A----', 'PZXP3----------', 'NNNXX-----A----', 'ClZS2----------', 'AUFS4M---------', 'ClFS6----------', 'AANS4----1N----', 'AAMS2----3A----', 'AAFS4----3A----', 'PJZS3----------', 'NNFS1-----A---1', 'TT-------------', 'P8FS7---------1', 'NNFP1-----N----', 'NNMP6-----A----', 'P5FS4--3-------', 'PDNS4----------', 'CrNS4----------', 'P1FSXFS3-------', 'P8XP3----------'}
0.0933582904	{'NNFP3-----A----', 'PQ--2----------', 'AUIS1M---------', 'PH-S4--2-------', 'AUIP2M---------', 'PWM-4----------', 'PPZS4--3------2', 'ACNS------A----', 'PDYS1----------', 'ACQW------A----', 'ClXP3----------', 'PDNS1----------', 'AANS3----2A----', 'Vc-P---2-------', 'AGIS2-----A----', 'PLXP3----------', 'AAFS6----2A----', 'Ca--2----------', 'AANS4----1A----', 'PLFP4----------', 'AAIS2----2A----', 'PPZS7--3-------', 'AGNS4-----A----', 'PSHP1-P2-------', 'RV--3---------1', 'ACYS------A----', 'Cv-------------', 'CrNS3----------', 'PZXP2----------', 'Cn-P2----------', 'PPXP3--3-------', 'RV--6----------', 'Vc-X---3-------', 'NNIS3-----A----', 'PSHP1-P1-------', 'AAIS2----1A----', 'PDFP4----------', 'AANS4----3A----', 'PH-S4--1-------', 'VB-S---3P-AA--1', 'ClXP2----------', 'NNIS3-----A---1', 'AAIP2----1A----', 'AAIP1----2A----', 'PP-P2--2-------', 'CrIP2----------', 'AUIP1M---------', 'PSZS1FS3-------', 'ClYP1----------', 'PLNS4----------', 'Co-------------', 'PSFS6-P1-------'}	{'NNIS2-----A----', 'NNNP7-----A----', 'AGFS7-----A----', 'PSFS7-P1-------', 'P6-X2----------', 'PP-S2--1-------'}
0.0992066061	{'PPZS3--3-------', 'PZIS4----------', 'P8XP2----------', 'PZ--3----------', 'NNIS1-----A----', 'AAIS4----1A----', 'AAFP2----2A----', 'AAIS3----1A----', 'P8ZS2----------', 'PSIS4-P1-------', 'P6-X3----------', 'NNMS3-----A---1', 'PSXP2FS3-------', 'PDXP3----------', 'CrIS4----------', 'NNMS4-----A----', 'AAMS1----3A----', 'AUFP2M---------', 'P8MS4----------', 'AAFS3----1A----', 'NNNS4-----N----', 'AAMS3----1A----', 'PSZS2-S1-------', 'VpTP---XR-AA---', 'PZZS2----------', 'PDZS2----------', 'PLFP1----------', 'AAMP3----1A----', 'P8IS4----------', 'CrFP4----------', 'PLYS1----------', 'PLXP2----------', 'PLNP4----------', 'PJXP2----------', 'NNMP2-----A---1', 'ClZS3----------', 'Cn-P3----------', 'CyFS4----------', 'AAMS4----1A----', 'Vi-P---1--N----', 'AANS3----1A----', 'PWM-1----------', 'P8ZS3----------', 'CrMS1----------', 'AAFP2----1A----', 'PSZS2-P1-------', 'PDMS4----------', 'AANP3----1A----', 'Db------------1', 'PQ--1----------', 'AAFP1----3A----'}	{'RR--X----------', 'PZYS1----------', 'PSXXXZS3-------', 'ClFS3----------', 'NNIS5-----A----', 'P1XXXZS3-------', 'P6-X6----------', 'PSYS1-S1-------', 'P5ZS6--3-------', 'PWFS1----------', 'P5ZS3--3-------', 'XX-------------', 'PJYS2----------', 'PDZS3----------', 'PDFS3----------', 'NNFS6-----A----', 'PZFS1----------', 'RV--3----------', 'VsQW---XX-AP---'}
0.1015842164	{'AUIS2M---------', 'RR--2----------', 'CrIS2----------'}	{'NNIP2-----A---1', 'NNFS1-----A----', 'Dg-------1A---3', 'PP-P3--1-------', 'NNFS1-----N----', 'PP-S3--1-------'}
0.1052431526	{'PDXP6----------', 'PLZS2----------', 'CrFS6----------', 'NNNXX-----A---8', 'Dg-------2A---2', 'NNMP2-----A----', 'P8XP6----------', 'NNIP1-----A----', 'VB-P---1P-NA---', 'AAIP6----1A----', 'NNNS2-----A----', 'PP-P1--1-------', 'ClXS2----------', 'AUFS6M---------', 'VpYS---XR-AA---', 'VB-S---1P-AA--1', 'PDMP4----------', 'Vf--------A---1', 'P5XP4--3-------', 'VpYS---XR-NA---', 'PLXP6----------', 'NNFS4-----N----', 'PSZS2FS3-------', 'VpQW---XR-NA--1', 'AAIP6----3A----', 'PP-P4--1-------', 'NNFXX-----A---8', 'AGFP6-----A----', 'Vf--------N----', 'CrIP6----------', 'J^------------8', 'PPMP1--3-------', 'NNMP1-----A----', 'PZMP1----------', 'AAFP6----1A----', 'AAFS1----2A----', 'AAMP2----2A----', 'CrFS2----------', 'ClFS2----------', 'AAMP2----3A----', 'ACTP------A----', 'NNFS4-----A----', 'AAFP1----2A----'}	{'PZM-7----------', 'NNMS2-----A----', 'P8FP4---------1', 'AAFP4----3A----', 'AAMP7----1A----', 'AAFP7----1A----', 'CyFS1----------', 'PLXP7----------', 'VB-P---3P-AA--1', 'ClXP7----------', 'VpYS---XR-NA--1', 'AAIP4----3A----', 'PLYP4----------', 'AGIP4-----A----', 'AAIP4----1N----', 'ClHP4----------', 'AANP4----1A----', 'AGFP4-----A----', 'NNIS2-----A---1', 'AAMP4----1A----', 'P4XP7----------', 'VB-P---3P-NA--1', 'Dg-------3A---1', 'AGFS2-----A----', 'AAFP7----2A----', 'ClNS1----------', 'ClYP4----------', 'NNIS4-----A----', 'PP-S1--1-------', 'AAIS1----1A---6', 'PSXP4-P1-------', 'ClXP4----------', 'PZXP7----------', 'VeYS------A----', 'NNFP2-----A----', 'PWFP4----------', 'VsMP---XX-AP---', 'NNFS7-----A---1', 'PP-S7--1-------', 'P6-X7----------', 'VB-P---3P-NA---', 'NNIS7-----A----', 'PZNS4----------', 'AGIS4-----A----', 'Cn-P7----------', 'AAIP4----1A----', 'P8YP4---------1', 'AAIP7----1A----', 'P5ZS7--3-------', 'AAFP7----1N----', 'NNFP2-----A---1', 'PZYP4----------', 'PZM-1----------', 'VB-P---3F-NA---', 'PSFS2-P1-------', 'AAFS7----1N----', 'NNFP1-----A----', 'AAFP4----1N----', 'PZFP4----------', 'AAIP7----1N----', 'PLZS3----------', 'NNMS3-----A----', 'AUFS7M---------', 'P8NP4---------1', 'AAFP4----1A----', 'VB-S---1F-AA---', 'AAFS7----1A----', 'VB-P---1F-AA---'}
0.1078870551	{'PJZS7----------', 'PH-S3--1-------', 'J,-S---1-------', 'P4IS4----------', 'J,-------------', 'P4FS1----------', 'PE--1----------', 'Ca--6----------', 'Dg-------1N----', 'Dg-------3A----', 'P4YS1----------', 'P4FP4----------', 'PE--7----------', 'P4MP1----------', 'PHZS3--3-------', 'NNNP6-----A----', 'PKM-3----------', 'PLNS1----------', 'P4NS4----------', 'AGNP6-----A----', 'Dg-------1A----', 'P4XP3----------', 'P4NP1----------', 'PJNS1----------', 'PJYS1----------', 'P4ZS3----------', 'P4NS1----------', 'P4YP4----------'}	{'AUIS2M---------', 'CrIS2----------', 'NNFS1-----A----', 'PP-S3--1-------', 'NNIP2-----A---1', 'Dg-------1A---3', 'PP-P3--1-------', 'NNFS1-----N----', 'RR--2----------'}
0.1126363887	{'ClYS1----------', 'PZNP1----------', 'ClZS7----------', 'AGIS7-----A----', 'AGMP2-----A----', 'VB-P---1P-AA---', 'AAFP2----1N----', 'CrIS1----------', 'AGNP1-----A----', 'AAMP2----1N----', 'VB-S---3F-NA---', 'P4ZS7----------', 'PZM-4----------', 'VsYS---XX-AP---', 'VB-S---3P-NA---', 'VB-S---3P-AA---', 'AGFP2-----A----', 'PWYS1----------', 'VB-S---1P-NA---', 'AAIS1----3A----', 'AAMP2----1A----', 'AAIS1----2A----', 'PSYS1-P1-------', 'Cn-S1----------', 'CrIS7----------', 'AAIS1----1A----', 'AAIS1----1N----', 'P4XP2----------', 'P5FS2--3-------', 'VB-P---2P-NA---'}	{'NNIP6-----A----', 'AAFS6----3A----', 'PSNS4-P1-------', 'P8FS6---------1', 'VpTP---XR-AA--1', 'VpTP---XR-NA---', 'VpQW---XR-NA---', 'AGFS6-----A----', 'PDFS6----------', 'VpQW---XR-AA--1', 'AUFS1M---------', 'VpQW---XR-AA---', 'CrNS1----------', 'VsTP---XX-AP---', 'AUNS1M---------', 'PZFP1----------', 'AANS4----2A----', 'P4FS6----------', 'J^-------------', 'VpNS---XR-AA---', 'RR--7----------', 'AGFP1-----A----', 'AAFS1----3A----', 'P8NS4---------1', 'AAFS6----1A----'}
0.1178269610	{'AANS2----1A----', 'AUIS6M---------', 'RV--2----------', 'PPFS3--3-------', 'AAIP2----2A----', 'PLMP1----------', 'P7-X3----------', 'AGIS6-----A----', 'NNMP3-----A----', 'AANS6----1A----', 'CrFP1----------', 'PDFS4----------', 'AGFS1-----A----', 'NNNS1-----N----', 'PW--4----------', 'AUNS2M---------', 'P4FS2----------', 'AUFS2M---------', 'P7-X4----------', 'PDFS2----------', 'PW--1----------', 'PSZS7-S1-------', 'P8FS2---------1', 'VB-P---2P-AA---', 'NNFP6-----A----', 'VB-S---1P-NA--1', 'AGNS7-----A----', 'AAXXX----1A----', 'PDMP1----------', 'AAMS7----3A----', 'AAIP2----3A----', 'C}-------------', 'AAIS2----1N----', 'CrNS2----------', 'AAMS7----1A----', 'AAIS2----3A----', 'AANS7----1A----', 'PSFSXFS3-------', 'AAMP1----1A----', 'AANS2----2A----', 'AAMP1----2A----', 'VB-S---2P-AA---', 'AUNS6M---------', 'AAFS2----3A----', 'AAMS2----1N----', 'AGNS2-----A----', 'AAFS2----1N----', 'CrFS1----------', 'PSXP1FS3-------', 'AAFS2----1A----', 'PPFS4--3-------', 'AAMS2----1A----', 'AGMS2-----A----', 'PP-P3--2-------', 'AANS7----1N----', 'AANS2----1N----', 'Db------------8', 'A2--------A----', 'PHZS4--3-------', 'AAXXX----1A---8', 'ClZS6----------', 'P4ZS2----------', 'P8FS4---------1', 'PDXP2----------', 'PPXP4--3-------', 'AAFS2----2A----'}	{'NNFP3-----A----', 'PQ--2----------', 'AUIS1M---------', 'PH-S4--2-------', 'AUIP2M---------', 'PWM-4----------', 'PPZS4--3------2', 'PSFS7-P1-------', 'ACNS------A----', 'PDYS1----------', 'ACQW------A----', 'ClXP3----------', 'PDNS1----------', 'AANS3----2A----', 'Vc-P---2-------', 'AGIS2-----A----', 'PLXP3----------', 'AAFS6----2A----', 'Ca--2----------', 'P6-X2----------', 'AANS4----1A----', 'PLFP4----------', 'AAIS2----2A----', 'AGFS7-----A----', 'PPZS7--3-------', 'AGNS4-----A----', 'PSHP1-P2-------', 'RV--3---------1', 'ACYS------A----', 'Cv-------------', 'CrNS3----------', 'PZXP2----------', 'Cn-P2----------', 'PPXP3--3-------', 'PP-S2--1-------', 'RV--6----------', 'Vc-X---3-------', 'NNIS3-----A----', 'PSHP1-P1-------', 'AAIS2----1A----', 'PDFP4----------', 'AANS4----3A----', 'PH-S4--1-------', 'VB-S---3P-AA--1', 'ClXP2----------', 'NNIS3-----A---1', 'AAIP2----1A----', 'AAIP1----2A----', 'PP-P2--2-------', 'CrIP2----------', 'NNNP7-----A----', 'AUIP1M---------', 'PSZS1FS3-------', 'NNIS2-----A----', 'ClYP1----------', 'PLNS4----------', 'Co-------------', 'PSFS6-P1-------'}
0.1235477484	{'P9FS2----------', 'AAIP2----1N----', 'NNFS2-----A----', 'NNFS2-----N----', 'NNFS2-----A---1', 'AGIP2-----A----', 'PP-P2--1-------', 'P5XP2--3-------', 'Cn-S4----------'}	{'PP-P7--1-------', 'NNIP7-----A----', 'AAIS6----3A----', 'NNIP4-----A----', 'AAIP7----3A----', 'PZXP6----------', 'P8XP7----------', 'Ca--1----------', 'PKM-4----------', 'PSXP7FS3-------', 'Cn-P6----------', 'NNIP3-----A----', 'PSZS6-P1-------', 'P4FS7----------', 'P4XP6----------', 'AUFP1M---------', 'NNIXX-----A----', 'AAIS4----2A----', 'NNIS6-----A----', 'NNNS6-----A---1', 'AAIS4----1N----', 'NNNP1-----A---2', 'PSXP6-P1-------', 'PSZS6FS3-------', 'RV--4----------', 'AANP7----1A----', 'PZ--4----------', 'Vi-S---2--A----', 'NNNS3-----A----', 'NNFP4-----A----', 'CrNP6----------', 'PDZS7----------', 'P5XP7--3-------', 'P5FS3--3-------', 'AAIS7----1A----', 'P4ZS6----------', 'AAIS6----1N----', 'P9ZS7----------', 'NNNP4-----A----', 'NNNP4-----A---2', 'AAIS6----1A----', 'PSFS4-P1-------', 'PWZS6----------', 'CrFS4----------', 'AUIS7M---------', 'NNMXX-----A---8', 'AAIS7----3A----', 'NNFS3-----A----', 'CrIS6----------', 'PP-P4--2-------', 'P5XP3--3-------', 'P9XP6----------', 'ClXP6----------', 'NNIS6-----A---1', 'Ca--4----------', 'P9FS6----------', 'AANP6----1A----', 'PP-S4--1-------', 'P5XP6--3-------', 'NNIXX-----A---8', 'VB-S---2P-NA---'}
